state,district,total_enrolments,total_biometric_updates,total_demographic_updates,biometric_update_ratio,demographic_update_ratio,service_stress_score,stress_category
Andhra Pradesh,Medak,1406.0,22445.0,12963.0,15.963726884779517,9.21977240398293,12.591749644381224,Very High (Priority Intervention)
Andhra Pradesh,N. T. R,933.0,13559.0,38070.0,14.532690246516614,40.80385852090032,27.668274383708468,Very High (Priority Intervention)
Andhra Pradesh,Nalgonda,1167.0,32653.0,29844.0,27.980291345329906,25.573264781491,26.776778063410454,Very High (Priority Intervention)
Andhra Pradesh,Nandyal,905.0,10640.0,27385.0,11.756906077348066,30.259668508287294,21.00828729281768,Very High (Priority Intervention)
Andhra Pradesh,Nellore,5367.0,158477.0,68123.0,29.528041736538103,12.692938326812,21.110490031675052,Very High (Priority Intervention)
Andhra Pradesh,Nizamabad,524.0,10979.0,5541.0,20.952290076335878,10.57442748091603,15.763358778625953,Very High (Priority Intervention)
Andhra Pradesh,Palnadu,860.0,10053.0,25495.0,11.68953488372093,29.6453488372093,20.667441860465114,Very High (Priority Intervention)
Andhra Pradesh,Parvathipuram Manyam,508.0,10630.0,9391.0,20.9251968503937,18.486220472440944,19.705708661417322,Very High (Priority Intervention)
Andhra Pradesh,Prakasam,7623.0,212299.0,120498.0,27.849796667978485,15.807162534435262,21.828479601206872,Very High (Priority Intervention)
Andhra Pradesh,Rangareddi,1884.0,54595.0,22265.0,28.97823779193206,11.817940552016985,20.398089171974522,Very High (Priority Intervention)
Andhra Pradesh,Spsr Nellore,2183.0,0.0,0.0,0.0,0.0,0.0,Low (Stable Region)
Andhra Pradesh,Sri Potti Sriramulu Nellore,1614.0,10135.0,22065.0,6.2794299876084265,13.67100371747212,9.975216852540273,Very High (Priority Intervention)
Andhra Pradesh,Sri Sathya Sai,938.0,10415.0,22107.0,11.103411513859275,23.568230277185503,17.33582089552239,Very High (Priority Intervention)
Andhra Pradesh,Srikakulam,4300.0,192607.0,135699.0,44.792325581395346,31.557906976744185,38.17511627906977,Very High (Priority Intervention)
Andhra Pradesh,Tirupati,1719.0,10398.0,33230.0,6.048865619546248,19.331006399069228,12.689936009307738,Very High (Priority Intervention)
Andhra Pradesh,Visakhapatanam,226.0,0.0,0.0,0.0,0.0,0.0,Low (Stable Region)
Andhra Pradesh,Visakhapatnam,8178.0,311303.0,157193.0,38.06590853509415,19.221447786744925,28.64367816091954,Very High (Priority Intervention)
Andhra Pradesh,Vizianagaram,3856.0,159998.0,78887.0,41.49325726141079,20.458246887966805,30.9757520746888,Very High (Priority Intervention)
Andhra Pradesh,Warangal,1059.0,51758.0,34766.0,48.874409820585456,32.82908404154863,40.85174693106704,Very High (Priority Intervention)
Andhra Pradesh,West Godavari,5935.0,220414.0,126806.0,37.1379949452401,21.365796124684078,29.251895534962088,Very High (Priority Intervention)
Andhra Pradesh,Y. S. R,823.0,8608.0,28186.0,10.459295261239369,34.24787363304982,22.353584447144595,Very High (Priority Intervention)
Arunachal Pradesh,Anjaw,37.0,1171.0,760.0,31.64864864864865,20.54054054054054,26.094594594594597,Very High (Priority Intervention)
Arunachal Pradesh,Changlang,803.0,8183.0,5659.0,10.190535491905354,7.047322540473226,8.61892901618929,Very High (Priority Intervention)
Arunachal Pradesh,Dibang Valley,10.0,471.0,160.0,47.1,16.0,31.55,Very High (Priority Intervention)
Arunachal Pradesh,East Kameng,181.0,4297.0,1422.0,23.740331491712706,7.856353591160221,15.798342541436464,Very High (Priority Intervention)
Arunachal Pradesh,East Siang,168.0,3321.0,2503.0,19.767857142857142,14.898809523809524,17.333333333333332,Very High (Priority Intervention)
Arunachal Pradesh,Kamle,30.0,143.0,318.0,4.766666666666667,10.6,7.683333333333334,Very High (Priority Intervention)
Arunachal Pradesh,Kra Daadi,81.0,1240.0,514.0,15.308641975308642,6.345679012345679,10.827160493827162,Very High (Priority Intervention)
Arunachal Pradesh,Kurung Kumey,75.0,3390.0,335.0,45.2,4.466666666666667,24.833333333333336,Very High (Priority Intervention)
Arunachal Pradesh,Leparada,3.0,36.0,23.0,12.0,7.666666666666667,9.833333333333334,Very High (Priority Intervention)
Arunachal Pradesh,Lohit,166.0,3891.0,1866.0,23.43975903614458,11.240963855421686,17.34036144578313,Very High (Priority Intervention)
Arunachal Pradesh,Longding,897.0,2599.0,1485.0,2.8974358974358974,1.6555183946488294,2.2764771460423634,Very High (Priority Intervention)
Arunachal Pradesh,Lower Dibang Valley,109.0,2248.0,1157.0,20.623853211009173,10.614678899082568,15.61926605504587,Very High (Priority Intervention)
Arunachal Pradesh,Lower Siang,31.0,413.0,339.0,13.32258064516129,10.935483870967742,12.129032258064516,Very High (Priority Intervention)
Arunachal Pradesh,Lower Subansiri,105.0,2680.0,1521.0,25.523809523809526,14.485714285714286,20.004761904761907,Very High (Priority Intervention)
Arunachal Pradesh,Namsai,150.0,6003.0,2135.0,40.02,14.233333333333333,27.12666666666667,Very High (Priority Intervention)
Arunachal Pradesh,Pakke Kessang,4.0,74.0,87.0,18.5,21.75,20.125,Very High (Priority Intervention)
Arunachal Pradesh,Papum Pare,447.0,9259.0,4922.0,20.713646532438478,11.011185682326621,15.86241610738255,Very High (Priority Intervention)
Arunachal Pradesh,Shi-Yomi,35.0,529.0,238.0,15.114285714285714,6.8,10.957142857142857,Very High (Priority Intervention)
Arunachal Pradesh,Siang,103.0,1309.0,777.0,12.70873786407767,7.543689320388349,10.12621359223301,Very High (Priority Intervention)
Arunachal Pradesh,Tawang,154.0,2464.0,951.0,16.0,6.175324675324675,11.087662337662337,Very High (Priority Intervention)
Arunachal Pradesh,Tirap,99.0,1893.0,990.0,19.12121212121212,10.0,14.56060606060606,Very High (Priority Intervention)
Arunachal Pradesh,Upper Siang,43.0,1796.0,1321.0,41.76744186046512,30.72093023255814,36.24418604651163,Very High (Priority Intervention)
Arunachal Pradesh,Upper Subansiri,143.0,4166.0,1549.0,29.132867132867133,10.832167832167832,19.982517482517483,Very High (Priority Intervention)
Arunachal Pradesh,West Kameng,278.0,6172.0,1859.0,22.201438848920862,6.68705035971223,14.444244604316546,Very High (Priority Intervention)
Arunachal Pradesh,West Siang,192.0,4646.0,3552.0,24.197916666666668,18.5,21.348958333333336,Very High (Priority Intervention)
Assam,Bajali,29.0,23.0,844.0,0.7931034482758621,29.103448275862068,14.948275862068964,Very High (Priority Intervention)
Assam,Baksa,3699.0,17455.0,17012.0,4.718842930521762,4.599080832657475,4.658961881589619,Very High (Priority Intervention)
Assam,Barpeta,14383.0,95421.0,59142.0,6.634290481818814,4.111937704234165,5.37311409302649,Very High (Priority Intervention)
Assam,Biswanath,1329.0,9548.0,11025.0,7.184349134687735,8.295711060948081,7.7400300978179075,Very High (Priority Intervention)
Assam,Bongaigaon,3175.0,36608.0,39124.0,11.53007874015748,12.32251968503937,11.926299212598426,Very High (Priority Intervention)
Assam,Cachar,17514.0,66145.0,58019.0,3.7766929313691904,3.3127212515701725,3.5447070914696814,Very High (Priority Intervention)
Assam,Charaideo,1189.0,8293.0,9913.0,6.974768713204374,8.33725820016821,7.656013456686292,Very High (Priority Intervention)
Assam,Chirang,3348.0,27087.0,13397.0,8.090501792114695,4.0014934289127835,6.045997610513739,Very High (Priority Intervention)
Assam,Darrang,7595.0,26265.0,28319.0,3.4581961816984856,3.7286372613561554,3.5934167215273205,Very High (Priority Intervention)
Assam,Dhemaji,6901.0,20730.0,22349.0,3.003912476452688,3.2385161570786845,3.1212143167656863,Very High (Priority Intervention)
Assam,Dhubri,12646.0,59475.0,80799.0,4.703068163846275,6.389293057093152,5.546180610469714,Very High (Priority Intervention)
Assam,Dibrugarh,7062.0,26735.0,26519.0,3.7857547436986687,3.755168507504956,3.770461625601812,Very High (Priority Intervention)
Assam,Dima Hasao,250.0,25.0,280.0,0.1,1.12,0.6100000000000001,High (Service Stress)
Assam,Goalpara,9898.0,27624.0,40567.0,2.7908668417862192,4.098504748434027,3.4446857951101233,Very High (Priority Intervention)
Assam,Golaghat,11505.0,20154.0,27924.0,1.751760104302477,2.4271186440677965,2.0894393741851367,Very High (Priority Intervention)
Assam,Hailakandi,5578.0,21123.0,21302.0,3.786841161706705,3.8189315166726425,3.8028863391896737,Very High (Priority Intervention)
Assam,Hojai,7050.0,29002.0,25308.0,4.113758865248227,3.589787234042553,3.8517730496453897,Very High (Priority Intervention)
Assam,Jorhat,4887.0,16279.0,19788.0,3.3310824636791487,4.049109883364027,3.690096173521588,Very High (Priority Intervention)
Assam,Kamrup,13666.0,43252.0,44584.0,3.164934874871945,3.2624030440509295,3.213668959461437,Very High (Priority Intervention)
Assam,Kamrup Metro,6046.0,26762.0,26191.0,4.426397618260006,4.331955011577903,4.379176314918954,Very High (Priority Intervention)
Assam,Karbi Anglong,8107.0,39206.0,31121.0,4.836067595904773,3.838781300111015,4.337424448007894,Very High (Priority Intervention)
Assam,Karimganj,14833.0,35646.0,41414.0,2.4031551270815075,2.7920177981527674,2.597586462617137,Very High (Priority Intervention)
Assam,Kokrajhar,4609.0,28859.0,22669.0,6.261444998915166,4.918420481666305,5.5899327402907355,Very High (Priority Intervention)
Assam,Lakhimpur,7199.0,29772.0,35412.0,4.135574385331296,4.9190165300736215,4.527295457702459,Very High (Priority Intervention)
Assam,Majuli,515.0,3382.0,3281.0,6.566990291262136,6.370873786407767,6.468932038834952,Very High (Priority Intervention)
Assam,Marigaon,10487.0,33936.0,43810.0,3.2360064842185565,4.177553161056546,3.7067798226375515,Very High (Priority Intervention)
Assam,Nagaon,12873.0,117879.0,97377.0,9.157072943369844,7.564437194127243,8.360755068748544,Very High (Priority Intervention)
Assam,Nalbari,3881.0,20251.0,20961.0,5.217985055398093,5.400927595980417,5.309456325689255,Very High (Priority Intervention)
Assam,North Cachar Hills,1058.0,4024.0,3599.0,3.8034026465028354,3.4017013232514177,3.6025519848771266,Very High (Priority Intervention)
Assam,Sibsagar,2737.0,11380.0,13070.0,4.157837047862623,4.775301424917793,4.4665692363902085,Very High (Priority Intervention)
Assam,Sivasagar,422.0,0.0,0.0,0.0,0.0,0.0,Low (Stable Region)
Assam,Sonitpur,9197.0,30117.0,43576.0,3.274654778732195,4.738066760900294,4.0063607698162444,Very High (Priority Intervention)
Assam,South Salmara Mankachar,1472.0,4848.0,21047.0,3.2934782608695654,14.298233695652174,8.79585597826087,Very High (Priority Intervention)
Assam,Sribhumi,169.0,357.0,5087.0,2.1124260355029585,30.100591715976332,16.106508875739646,Very High (Priority Intervention)
Assam,Tamulpur District,55.0,70.0,1268.0,1.2727272727272727,23.054545454545455,12.163636363636364,Very High (Priority Intervention)
Assam,Tinsukia,8384.0,19249.0,35249.0,2.2959208015267176,4.204317748091603,3.2501192748091605,Very High (Priority Intervention)
Assam,Udalguri,4565.0,22348.0,19780.0,4.895509309967141,4.332968236582694,4.614238773274918,Very High (Priority Intervention)
Assam,West Karbi Anglong,1884.0,3392.0,1451.0,1.8004246284501062,0.7701698513800425,1.2852972399150744,Very High (Priority Intervention)
Bihar,Araria,15579.0,155444.0,155315.0,9.977790615572244,9.969510238141087,9.973650426856665,Very High (Priority Intervention)
Bihar,Arwal,3866.0,30704.0,27770.0,7.942058975685463,7.183135023279876,7.56259699948267,Very High (Priority Intervention)
Bihar,Aurangabad,10170.0,96430.0,105840.0,9.48180924287119,10.4070796460177,9.944444444444445,Very High (Priority Intervention)
Bihar,Aurangabad(Bh),113.0,232.0,694.0,2.0530973451327434,6.1415929203539825,4.097345132743363,Very High (Priority Intervention)
Bihar,Banka,11074.0,98227.0,98120.0,8.870055986996569,8.860393715008128,8.865224851002349,Very High (Priority Intervention)
Bihar,Begusarai,13209.0,147208.0,132990.0,11.14452267393444,10.06813536225301,10.606329018093724,Very High (Priority Intervention)
Bihar,Bhabua,31.0,33.0,132.0,1.064516129032258,4.258064516129032,2.661290322580645,Very High (Priority Intervention)
Bihar,Bhagalpur,21062.0,148314.0,155026.0,7.0417814072737634,7.360459595480012,7.201120501376888,Very High (Priority Intervention)
Bihar,Bhojpur,13357.0,96996.0,142341.0,7.261810286741035,10.656659429512615,8.959234858126825,Very High (Priority Intervention)
Bihar,Buxar,7240.0,57028.0,73902.0,7.876795580110497,10.207458563535912,9.042127071823204,Very High (Priority Intervention)
Bihar,Darbhanga,15765.0,210380.0,153928.0,13.344751030764352,9.763907389787503,11.554329210275927,Very High (Priority Intervention)
Bihar,East Champaran,29323.0,212134.0,248028.0,7.234389387170481,8.458479691709579,7.84643453944003,Very High (Priority Intervention)
Bihar,Gaya,27401.0,185172.0,195174.0,6.7578555527170545,7.122878727053757,6.940367139885406,Very High (Priority Intervention)
Bihar,Gopalganj,15148.0,103484.0,105867.0,6.831528914708212,6.988843411671508,6.910186163189859,Very High (Priority Intervention)
Bihar,Jamui,10382.0,82157.0,66920.0,7.91340782122905,6.445771527643999,7.179589674436524,Very High (Priority Intervention)
Bihar,Jehanabad,4883.0,37430.0,46361.0,7.665369649805448,9.494368216260495,8.579868933032971,Very High (Priority Intervention)
Bihar,Kaimur (Bhabua),7825.0,78157.0,67018.0,9.98811501597444,8.564600638977636,9.276357827476037,Very High (Priority Intervention)
Bihar,Katihar,16350.0,217280.0,180294.0,13.289296636085627,11.027155963302752,12.158226299694189,Very High (Priority Intervention)
Bihar,Khagaria,8196.0,79904.0,75624.0,9.749145924841386,9.226939970717423,9.488042947779405,Very High (Priority Intervention)
Bihar,Kishanganj,8764.0,141279.0,145141.0,16.1203788224555,16.561045184847103,16.3407120036513,Very High (Priority Intervention)
Bihar,Lakhisarai,6155.0,49497.0,48883.0,8.041754670999188,7.941998375304631,7.991876523151909,Very High (Priority Intervention)
Bihar,Madhepura,9027.0,117237.0,91861.0,12.98737121967431,10.176249030685721,11.581810125180017,Very High (Priority Intervention)
Bihar,Madhubani,25930.0,238135.0,181691.0,9.183763979946008,7.0069803316621675,8.095372155804087,Very High (Priority Intervention)
Bihar,Monghyr,49.0,99.0,282.0,2.020408163265306,5.755102040816326,3.887755102040816,Very High (Priority Intervention)
Bihar,Munger,6087.0,50471.0,55947.0,8.291605059963857,9.19122720551996,8.741416132741907,Very High (Priority Intervention)
Bihar,Muzaffarpur,28855.0,208544.0,206917.0,7.2273089585860335,7.170923583434414,7.199116271010224,Very High (Priority Intervention)
Bihar,Nalanda,14575.0,117402.0,153043.0,8.055025728987992,10.500377358490566,9.27770154373928,Very High (Priority Intervention)
Bihar,Nawada,15413.0,86245.0,86518.0,5.595601115941089,5.613313436709271,5.60445727632518,Very High (Priority Intervention)
Bihar,Pashchim Champaran,16359.0,353.0,1120.0,0.02157833608411272,0.06846384253316218,0.04502108930863745,Low (Stable Region)
Bihar,Patna,24644.0,209014.0,243772.0,8.48133419899367,9.891738354163286,9.186536276578478,Very High (Priority Intervention)
Bihar,Purba Champaran,127.0,264.0,934.0,2.078740157480315,7.354330708661418,4.716535433070867,Very High (Priority Intervention)
Bihar,Purbi Champaran,14871.0,0.0,0.0,0.0,0.0,0.0,Low (Stable Region)
Bihar,Purnea,257.0,4954.0,2806.0,19.276264591439688,10.918287937743191,15.09727626459144,Very High (Priority Intervention)
Bihar,Purnia,20100.0,228551.0,143374.0,11.370696517412936,7.133034825870647,9.251865671641792,Very High (Priority Intervention)
Bihar,Rohtas,7939.0,111710.0,117745.0,14.071041692908427,14.831212999118277,14.451127346013351,Very High (Priority Intervention)
Bihar,Saharsa,13063.0,119866.0,81177.0,9.175993263415755,6.214269310265636,7.695131286840695,Very High (Priority Intervention)
Bihar,Samastipur,19207.0,200165.0,202292.0,10.42146092570417,10.532201801426563,10.476831363565367,Very High (Priority Intervention)
Bihar,Samstipur,82.0,195.0,448.0,2.3780487804878048,5.463414634146342,3.9207317073170733,Very High (Priority Intervention)
Bihar,Saran,24218.0,148503.0,169845.0,6.131926666116112,7.013172020810967,6.572549343463539,Very High (Priority Intervention)
Bihar,Sheikhpura,3199.0,40423.0,28088.0,12.636136292591434,8.780243826195687,10.70819005939356,Very High (Priority Intervention)
Bihar,Sheikpura,29.0,133.0,178.0,4.586206896551724,6.137931034482759,5.362068965517242,Very High (Priority Intervention)
Bihar,Sheohar,3262.0,32682.0,31480.0,10.019006744328633,9.650521152667075,9.834763948497855,Very High (Priority Intervention)
Bihar,Sitamarhi,42232.0,182000.0,169848.0,4.30952831975753,4.021784428869104,4.165656374313317,Very High (Priority Intervention)
Bihar,Siwan,15311.0,125804.0,123722.0,8.216576317680099,8.08059565018614,8.14858598393312,Very High (Priority Intervention)
Bihar,Supaul,10411.0,112370.0,106911.0,10.793391605033138,10.26904235904332,10.531216982038229,Very High (Priority Intervention)
Bihar,Vaishali,18007.0,168160.0,155594.0,9.338590548120175,8.640750819125895,8.989670683623036,Very High (Priority Intervention)
Bihar,West Champaran,30438.0,166817.0,233389.0,5.480550627505092,7.667685130429069,6.574117878967081,Very High (Priority Intervention)
Chandigarh,Chandigarh,2720.0,74462.0,83336.0,27.375735294117646,30.638235294117646,29.006985294117648,Very High (Priority Intervention)
Chandigarh,Rupnagar,3.0,14.0,20.0,4.666666666666667,6.666666666666667,5.666666666666667,Very High (Priority Intervention)
Chhattisgarh,Balod,1678.0,81215.0,59734.0,48.399880810488675,35.598331346841476,41.99910607866508,Very High (Priority Intervention)
Chhattisgarh,Baloda Bazar,4944.0,140747.0,116270.0,28.46824433656958,23.517394822006473,25.992819579288025,Very High (Priority Intervention)
Chhattisgarh,Balrampur,6190.0,52243.0,60301.0,8.439903069466881,9.741680129240711,9.090791599353796,Very High (Priority Intervention)
Chhattisgarh,Bastar,6608.0,94384.0,79431.0,14.283292978208232,12.020429782082324,13.151861380145277,Very High (Priority Intervention)
Chhattisgarh,Bemetara,2771.0,111710.0,58693.0,40.313966077228436,21.181162035366295,30.747564056297364,Very High (Priority Intervention)
Chhattisgarh,Bijapur,6724.0,27884.0,13047.0,4.146936347412255,1.9403628792385486,3.0436496133254014,Very High (Priority Intervention)
Chhattisgarh,Bilaspur,8941.0,195037.0,153341.0,21.813779219326698,17.15031875629124,19.48204898780897,Very High (Priority Intervention)
Chhattisgarh,Dakshin Bastar Dantewada,1224.0,27211.0,5896.0,22.231209150326798,4.816993464052287,13.524101307189543,Very High (Priority Intervention)
Chhattisgarh,Dantewada,710.0,18928.0,2398.0,26.659154929577465,3.3774647887323943,15.018309859154929,Very High (Priority Intervention)
Chhattisgarh,Dhamtari,1968.0,90278.0,44713.0,45.8729674796748,22.72002032520325,34.296493902439025,Very High (Priority Intervention)
Chhattisgarh,Durg,4095.0,179851.0,77149.0,43.919658119658116,18.83980463980464,31.37973137973138,Very High (Priority Intervention)
Chhattisgarh,Gariyaband,1542.0,52088.0,27599.0,33.77950713359274,17.89818417639429,25.838845654993513,Very High (Priority Intervention)
Chhattisgarh,Gaurela-Pendra-Marwahi,140.0,2289.0,3425.0,16.35,24.464285714285715,20.40714285714286,Very High (Priority Intervention)
Chhattisgarh,Gaurella Pendra Marwahi,983.0,0.0,0.0,0.0,0.0,0.0,Low (Stable Region)
Chhattisgarh,Janjgir - Champa,33.0,200.0,215.0,6.0606060606060606,6.515151515151516,6.287878787878788,Very High (Priority Intervention)
Chhattisgarh,Janjgir Champa,25.0,192.0,236.0,7.68,9.44,8.559999999999999,Very High (Priority Intervention)
Chhattisgarh,Janjgir-Champa,4639.0,180654.0,112160.0,38.94244449234749,24.177624488036216,31.560034490191853,Very High (Priority Intervention)
Chhattisgarh,Jashpur,2543.0,74603.0,71023.0,29.33661030279198,27.928824223358237,28.632717263075108,Very High (Priority Intervention)
Chhattisgarh,Kabeerdham,955.0,32517.0,27101.0,34.049214659685866,28.37801047120419,31.213612565445025,Very High (Priority Intervention)
Chhattisgarh,Kanker,1705.0,53209.0,28840.0,31.207624633431085,16.914956011730204,24.061290322580646,Very High (Priority Intervention)
Chhattisgarh,Kawardha,2142.0,60791.0,67000.0,28.38048552754435,31.279178338001866,29.82983193277311,Very High (Priority Intervention)
Chhattisgarh,Khairagarh Chhuikhadan Gandai,246.0,1035.0,6103.0,4.2073170731707314,24.808943089430894,14.508130081300813,Very High (Priority Intervention)
Chhattisgarh,Kondagaon,3038.0,57346.0,61964.0,18.87623436471363,20.3963133640553,19.636273864384464,Very High (Priority Intervention)
Chhattisgarh,Korba,3542.0,101874.0,83374.0,28.76171654432524,23.538678712591757,26.1501976284585,Very High (Priority Intervention)
Chhattisgarh,Koriya,1763.0,60897.0,31735.0,34.541690300623934,18.000567214974474,26.271128757799204,Very High (Priority Intervention)
Chhattisgarh,Mahasamund,3361.0,99869.0,134887.0,29.71407319250223,40.13299613210354,34.923534662302885,Very High (Priority Intervention)
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,294.0,281.0,5113.0,0.95578231292517,17.391156462585034,9.173469387755102,Very High (Priority Intervention)
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,14.0,67.0,181.0,4.785714285714286,12.928571428571429,8.857142857142858,Very High (Priority Intervention)
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,259.0,4595.0,19811.0,17.74131274131274,76.49034749034749,47.115830115830114,Very High (Priority Intervention)
Chhattisgarh,Mungeli,2957.0,82567.0,70564.0,27.922556645248562,23.863375042272573,25.892965843760567,Very High (Priority Intervention)
Chhattisgarh,Narayanpur,762.0,22173.0,16765.0,29.098425196850393,22.001312335958005,25.5498687664042,Very High (Priority Intervention)
Chhattisgarh,Raigarh,4956.0,174626.0,83436.0,35.235270379338175,16.83535108958838,26.035310734463277,Very High (Priority Intervention)
Chhattisgarh,Raipur,7041.0,192369.0,133007.0,27.32126118449084,18.890356483454056,23.105808833972446,Very High (Priority Intervention)
Chhattisgarh,Rajnandgaon,4185.0,154498.0,148118.0,36.91708482676225,35.39259259259259,36.15483870967742,Very High (Priority Intervention)
Chhattisgarh,Sakti,455.0,4024.0,9685.0,8.843956043956045,21.285714285714285,15.064835164835165,Very High (Priority Intervention)
Chhattisgarh,Sarangarh-Bilaigarh,186.0,1043.0,8055.0,5.60752688172043,43.306451612903224,24.456989247311828,Very High (Priority Intervention)
Chhattisgarh,Sukma,2179.0,30139.0,12746.0,13.831574116567232,5.84947223497017,9.840523175768702,Very High (Priority Intervention)
Chhattisgarh,Surajpur,2977.0,71822.0,42067.0,24.1256298286866,14.130668458179375,19.128149143432985,Very High (Priority Intervention)
Chhattisgarh,Surguja,3556.0,82860.0,115683.0,23.301462317210348,32.53177727784027,27.916619797525307,Very High (Priority Intervention)
Chhattisgarh,Uttar Bastar Kanker,888.0,30301.0,13568.0,34.122747747747745,15.27927927927928,24.701013513513512,Very High (Priority Intervention)
Dadra & Nagar Haveli,Dadra & Nagar Haveli,25.0,553.0,235.0,22.12,9.4,15.760000000000002,Very High (Priority Intervention)
Dadra And Nagar Haveli,Dadra And Nagar Haveli,744.0,27235.0,6033.0,36.60618279569893,8.108870967741936,22.357526881720432,Very High (Priority Intervention)
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,88.0,1978.0,1689.0,22.477272727272727,19.193181818181817,20.835227272727273,Very High (Priority Intervention)
Dadra And Nagar Haveli And Daman And Diu,Daman,63.0,521.0,1687.0,8.26984126984127,26.77777777777778,17.523809523809526,Very High (Priority Intervention)
